Geneid,log2FoldChange,padj
Tmed1,0.703903791,4.08E-07
Eif2b1,0.308118547,4.10E-07
Aimp2,0.41794973,4.12E-07
Grk5,-0.250844705,4.14E-07
Ttf1,-0.463467534,4.25E-07
Zcchc24,-0.526460816,4.30E-07
Trim65,-0.83876835,4.32E-07
Psmd3,0.506277766,4.36E-07
Blzf1,-0.502362419,4.36E-07
Mis12,-0.589461865,4.36E-07
Zmiz1os1,1.402996999,4.36E-07
Dixdc1,-0.833457407,4.36E-07
Gm28370,-1.520528692,4.37E-07
Tnfrsf23,-0.593375289,4.39E-07
AU019823,-0.601957328,4.39E-07
Hmgcr,-0.753022099,4.51E-07
Tmem150a,0.42849519,4.52E-07
Ssr4,0.594963695,4.52E-07
Osgin1,-0.539698723,4.57E-07
Fbxo33,-0.611126034,4.60E-07
Clpb,0.400334287,4.70E-07
Cdk19,-0.721348593,4.71E-07
Ttc39b,-0.551186776,4.71E-07
Satb2,-0.97277083,4.77E-07
Farsb,0.400315796,4.80E-07
Ndufa5,0.946214022,4.82E-07
Lurap1,-0.80767788,4.87E-07
Ptges2,0.576449955,4.91E-07
N4bp1,-0.592479814,4.93E-07
Slc7a5,0.404161057,4.98E-07
Dnajc19,0.746301867,5.00E-07
Eif4a3,0.522330081,5.00E-07
Dstn,0.434902263,5.01E-07
Noa1,0.380622185,5.09E-07
Vat1,0.440280483,5.17E-07
Ccdc47,-0.509233492,5.17E-07
Eef1e1,0.434881779,5.29E-07
Elmsan1,-0.760826413,5.33E-07
Hsf1,0.281087701,5.33E-07
Slc35g2,-0.985908642,5.33E-07
Rnf217,-0.811011922,5.34E-07
Tcp11l2,-0.501035667,5.34E-07
Tmem263,-0.491534781,5.34E-07
RP23-400L4.7,-1.423633664,5.36E-07
2410015M20Rik,0.72258293,5.42E-07
Ssbp4,0.657310778,5.44E-07
Cltb,0.85074883,5.46E-07
Rps17,0.759194507,5.46E-07
Bckdk,0.609318827,5.65E-07
Eif3g,0.652231741,5.71E-07
Phlda2,0.815312657,5.73E-07
Rad9a,0.317099222,5.81E-07
Rps6ka5,-0.866104889,5.81E-07
Edem3,-1.141913285,5.83E-07
Zfp442,-1.014568318,5.86E-07
Tmem109,0.500911709,5.94E-07
Mrto4,0.747076618,5.94E-07
Apoa1bp,0.675723732,5.94E-07
Lage3,0.769856635,5.96E-07
Rae1,0.338088143,6.12E-07
Snrk,-0.495668656,6.20E-07
E2f6,-0.811028594,6.21E-07
Slc35a5,-0.726066994,6.21E-07
Tmem141,0.768349486,6.29E-07
Clptm1,0.344550887,6.31E-07
Smpdl3b,0.380692107,6.31E-07
Zik1,-0.928730754,6.32E-07
Fam104a,0.702656917,6.60E-07
Gm28119,-1.492930268,6.61E-07
Lgals1,0.780101507,6.62E-07
Gpr176,-0.465869888,6.63E-07
Rpl28,0.822798184,6.64E-07
Snd1,0.252712751,6.69E-07
Zfp160,-0.709886195,6.89E-07
Mbd3,0.537229327,6.89E-07
Gm10736,1.006989707,7.03E-07
Coq9,0.284818717,7.10E-07
Nacad,-0.882158952,7.11E-07
Snhg12,0.796684411,7.30E-07
Ubac2,0.389703772,7.32E-07
Ech1,0.522632559,7.32E-07
Tyms,0.652469845,7.33E-07
Serpina1e,0.627500099,7.37E-07
Zfand2b,0.64794914,7.38E-07
Supv3l1,0.380025907,7.44E-07
Rsad2,-0.66277892,7.47E-07
Tbp,-0.48430203,7.54E-07
Cryz,0.352606275,7.54E-07
Adh5,0.461648234,7.55E-07
Aprt,0.794872125,7.55E-07
Lpin2,-0.712332579,7.56E-07
Lmo4,0.713764564,7.70E-07
E130309D02Rik,0.462950413,7.71E-07
Hps6,-1.092576037,7.76E-07
Atg3,0.339957962,7.81E-07
Cog3,-0.622040719,7.85E-07
Emc7,0.472385826,7.85E-07
Pusl1,0.590544501,7.85E-07
Gdnf,-0.836280517,7.86E-07
Tnfrsf22,-0.610842515,7.86E-07
Gm5787,1.312909742,7.88E-07
Mob1b,-0.88674605,8.04E-07
Idh3b,0.375831712,8.05E-07
Btbd6,0.489112502,8.05E-07
Grhpr,0.634441484,8.06E-07
Akt2,0.309544897,8.07E-07
Slc35c1,-0.687661681,8.09E-07
Ndufa4l2,0.946452451,8.11E-07
Gm3200,0.99792601,8.11E-07
Eif3d,0.610833911,8.24E-07
Abcf2,0.294773375,8.26E-07
Maml2,-0.89252218,8.26E-07
Pou6f1,-0.447325576,8.31E-07
Emc10,0.65332984,8.31E-07
Spns1,0.538020909,8.31E-07
Gm4790,-1.164864584,8.34E-07
Anxa2,0.64560956,8.34E-07
Galnt11,-0.507381194,8.38E-07
Nudt16l1,0.830661019,8.39E-07
Senp3,0.180900401,8.45E-07
Pkn2,-0.457693848,8.47E-07
Gm29666,-1.466329407,8.47E-07
C330006A16Rik,0.538211939,8.54E-07
Ppp1r12b,-0.902826707,8.60E-07
Stk39,0.455921912,8.73E-07
Aar2,-0.788059658,8.73E-07
Tet3,-0.958840513,8.76E-07
Atox1,0.782355602,8.78E-07
Zfp251,-0.743299915,8.99E-07
Dync1li2,-0.358824673,8.99E-07
Otud1,-1.36291128,9.17E-07
Ehmt2,0.288991753,9.21E-07
Cdk19os,1.589938703,9.23E-07
Cpq,0.368677629,9.27E-07
Irf2bp1,-1.073502605,9.31E-07
Serpinh1,0.34176395,9.40E-07
Gm1821,1.030485284,9.43E-07
Nudt2,0.659343047,9.45E-07
Ldb1,0.470687422,9.53E-07
Oxsm,-1.055048561,9.57E-07
Polr2c,0.513140107,9.59E-07
Pik3r1,-0.729045507,9.72E-07
Kdm5a,-0.619842951,9.80E-07
Ppil4,-0.491387005,9.88E-07
Sec23a,-0.824845217,9.88E-07
Ppp1r10,-1.190478085,9.88E-07
Rps27,0.792598658,9.88E-07
Tmsb10,0.799993849,9.90E-07
Txnrd2,0.594309916,1.00E-06
Prdm11,-1.08697192,1.00E-06
Cyp26b1,-0.582238773,1.00E-06
Gcnt1,-0.734382747,1.01E-06
Rnmt,-0.384845134,1.01E-06
5330426P16Rik,-0.774411572,1.02E-06
Man2c1,0.462175743,1.03E-06
Tbl3,0.391988221,1.03E-06
Cyb5d2,-0.797658587,1.04E-06
Flad1,0.465202609,1.04E-06
Chchd10,0.88122557,1.05E-06
Furin,-0.549739411,1.05E-06
Pdzd11,0.525377924,1.05E-06
Zfp36,-0.666422595,1.05E-06
P4hb,0.33818619,1.05E-06
Hdac1,0.32648762,1.05E-06
Ppp4r2,-0.592644606,1.05E-06
Tmem55b,0.412949097,1.05E-06
Abhd13,-0.632144919,1.05E-06
Ddias,-0.878285531,1.06E-06
St7l,-0.364531698,1.06E-06
Gbas,0.41712398,1.06E-06
Zc3h10,-0.684313615,1.06E-06
Bok,0.607746759,1.07E-06
C1qbp,0.485932113,1.07E-06
Sap18,0.647905278,1.07E-06
Ufl1,-0.496715889,1.07E-06
Ccdc109b,0.613721464,1.07E-06
Echs1,0.496464924,1.08E-06
Six4,-0.959720461,1.08E-06
Crk,-0.623405187,1.09E-06
Slmo2,0.302274171,1.11E-06
Zfx,-0.765728223,1.11E-06
Gm9800,0.798377146,1.11E-06
Pcolce,0.539712039,1.11E-06
Lmf2,0.277844995,1.11E-06
Setd8,0.194140048,1.11E-06
Nop58,0.546388543,1.13E-06
Bcat1,0.25017141,1.13E-06
Clcn3,-0.71818163,1.14E-06
Sh2b2,-0.537147356,1.14E-06
Zfp326,0.496820346,1.15E-06
Mrpl20,0.733132762,1.15E-06
Rpl36al,0.778858158,1.16E-06
Gatsl2,-0.500220565,1.16E-06
Cox5b,0.81875627,1.17E-06
Sepw1,0.896471326,1.17E-06
Bag6,0.283606871,1.18E-06
Wdr55,0.413624925,1.18E-06
Cnn2,0.487738398,1.18E-06
Mlycd,-0.525725311,1.18E-06
Adora2b,-1.179868142,1.19E-06
Zfp81,-0.775940662,1.19E-06
Apopt1,0.561132867,1.20E-06
Rbbp7,0.284961963,1.20E-06
AI413582,0.777213378,1.21E-06
Rab1b,0.469052245,1.21E-06
Sufu,-0.612473588,1.21E-06
Mrps33,0.584549287,1.21E-06
Cbll1,-0.80623692,1.22E-06
Cxcl1,-0.757535875,1.23E-06
Efemp2,0.605314807,1.23E-06
Gtf2h1,0.301382627,1.24E-06
Rnf144b,-0.605223503,1.24E-06
Strada,0.344845524,1.24E-06
Gar1,0.618914282,1.24E-06
Elf2,-0.576670811,1.26E-06
Dctpp1,0.842019641,1.26E-06
Ppp2r4,0.521555113,1.26E-06
Ankrd49,-0.842644894,1.26E-06
Uqcrc1,0.557072418,1.26E-06
Purb,-0.499095548,1.27E-06
Pin1,0.671781042,1.27E-06
Hoxd8,-0.416507842,1.28E-06
Decr1,0.614810892,1.28E-06
Sgms2,-0.66456239,1.29E-06
Bcar3,-0.96523854,1.29E-06
Dtx3l,-0.772899681,1.31E-06
Sars2,0.478956257,1.31E-06
Ldlrap1,-0.307168367,1.31E-06
Cdipt,0.470074804,1.31E-06
Zfp511,0.460920712,1.31E-06
Rb1cc1,-0.673393556,1.32E-06
Zfp414,0.520526512,1.32E-06
Polr3c,0.297727911,1.35E-06
Gm13436,0.957670919,1.35E-06
Arpc2,0.441615231,1.35E-06
Lgals8,-0.364973358,1.36E-06
Cwc25,-0.60978341,1.36E-06
Atp6v0d1,0.482329206,1.36E-06
Sumo3,0.429320768,1.36E-06
Cox16,0.669596327,1.37E-06
Tmem5,0.378106916,1.37E-06
Gadd45gip1,0.758493608,1.38E-06
Psmc5,0.687638667,1.38E-06
Uba52,0.801281371,1.38E-06
Il17rc,0.548032083,1.38E-06
Arpp19,0.762890777,1.38E-06
Rps25,0.69095405,1.39E-06
Dhx58,-0.444640813,1.41E-06
Yars,0.448434298,1.41E-06
Ss18l1,-0.803622236,1.42E-06
Pkm,0.42016895,1.42E-06
Cln6,0.407833226,1.43E-06
2700081O15Rik,-0.74258004,1.45E-06
Cacul1,-0.408695251,1.46E-06
Wdr37,-0.693469866,1.46E-06
Cyb5r3,0.36324563,1.46E-06
Abhd12,0.328245638,1.48E-06
Il1r1,-0.871289599,1.48E-06
Hmg20a,-0.348306983,1.48E-06
Vti1b,0.565099189,1.48E-06
Pigt,0.378396359,1.49E-06
Zbed4,-0.703587338,1.50E-06
Map4k3,-0.912530546,1.50E-06
Tdrd7,-0.399245716,1.50E-06
Pik3cb,-0.720679687,1.50E-06
Impa2,0.397493442,1.50E-06
Fam195a,0.782250899,1.52E-06
Lsm7,0.941553464,1.53E-06
Dyrk2,-0.521165209,1.53E-06
Dnajc10,-0.358211295,1.53E-06
Rexo2,0.585951804,1.53E-06
Psmc3,0.562442225,1.54E-06
Glrx3,0.493376216,1.54E-06
1110001J03Rik,0.911457568,1.54E-06
Tmem104,-0.650514468,1.55E-06
2200002D01Rik,0.916777458,1.55E-06
Tram2,-0.533415736,1.55E-06
Aaas,0.386935855,1.55E-06
Ergic3,0.623311464,1.56E-06
Slc39a9,-0.693532385,1.56E-06
Hist1h2ae,0.936370208,1.57E-06
Tmem39b,0.403132996,1.57E-06
Pdcd5,0.807079826,1.57E-06
Plekha1,-0.534590615,1.57E-06
Ctsz,0.633447598,1.58E-06
Dnmt3l,0.950836869,1.59E-06
R3hdm4,0.482108185,1.59E-06
Pigk,0.245620128,1.60E-06
Rrp9,0.54096219,1.62E-06
Psmd11,0.335029602,1.62E-06
Gnb4,-0.422042006,1.63E-06
Dera,0.454793384,1.63E-06
Dusp2,-0.861014505,1.64E-06
Fbxo11,-0.69712516,1.66E-06
Slc25a39,0.734050359,1.67E-06
Gpr3,-1.158575289,1.67E-06
Zfp597,-0.915432897,1.69E-06
Ppp1r9b,-0.317906722,1.69E-06
Dnaja3,0.214230276,1.70E-06
Rad23a,0.257667596,1.70E-06
Pebp1,0.664744751,1.70E-06
2810021J22Rik,-0.903501299,1.70E-06
Pigs,0.283133015,1.71E-06
Kdm7a,-0.881586346,1.71E-06
Cep95,-0.393575699,1.72E-06
Dpf2,0.231869379,1.72E-06
Tspan3,0.24802766,1.72E-06
Clmp,-0.443761177,1.75E-06
Stra13,0.664398363,1.75E-06
Bach1,-0.843184922,1.75E-06
E2f8,-0.78436752,1.75E-06
Wasl,-0.38775171,1.76E-06
Gars,0.311051099,1.79E-06
L2hgdh,-0.509206311,1.79E-06
Lmf1,0.475485883,1.79E-06
Thyn1,0.604901082,1.79E-06
Ltbr,0.323671554,1.80E-06
Ube2s,0.751219826,1.81E-06
Ell,-0.673235995,1.81E-06
Clec1a,-0.644049561,1.81E-06
Col6a2,0.358903377,1.81E-06
Narf,-0.575731821,1.81E-06
Ada,0.509925516,1.83E-06
Naif1,-1.202881999,1.84E-06
Brcc3,0.341282343,1.84E-06
Rab21,-0.293471409,1.84E-06
Daam2,-1.062915565,1.87E-06
Amd1,-0.602778544,1.90E-06
Gm37494,-0.943925024,1.90E-06
Nt5c3b,0.427701949,1.91E-06
Cln5,-0.492086967,1.91E-06
Cenpj,-0.828958934,1.92E-06
Smek1,-0.324455502,1.94E-06
Irf2bp2,-0.586776683,1.95E-06
Chchd3,0.395682035,1.97E-06
Rpn2,0.347677589,1.98E-06
Oas3,-0.751638278,1.98E-06
Camk1,0.580221356,2.00E-06
Tagln2,0.55329337,2.00E-06
Scap,0.372228933,2.02E-06
Trip13,0.408524387,2.02E-06
Rabggta,0.366104513,2.02E-06
2310061I04Rik,0.427448939,2.03E-06
Fgfr3,-0.878922011,2.03E-06
Dido1,-1.036711087,2.03E-06
Ptprj,-0.879811463,2.05E-06
Slc25a38,0.535457441,2.05E-06
Zc3h7a,-0.486222721,2.05E-06
Sgms1,-0.533281718,2.05E-06
Zfp39,-1.21491437,2.06E-06
Zfp113,-0.58077868,2.06E-06
Cdk4,0.491548673,2.06E-06
Eef2,0.277324519,2.07E-06
Snx5,0.386615332,2.07E-06
Rcc1,0.252616039,2.07E-06
Rplp0,0.641941416,2.07E-06
Lamtor1,0.634392296,2.07E-06
Gm16586,-1.159876661,2.08E-06
Ddost,0.423751017,2.08E-06
Utp6,0.213198993,2.08E-06
Bub3,0.439198544,2.08E-06
Kctd17,0.276675709,2.11E-06
Tbc1d15,-0.492795987,2.11E-06
Elac2,0.310709656,2.12E-06
Ddx18,0.510518969,2.13E-06
Snrpc,0.592641099,2.15E-06
Fip1l1,0.268805837,2.17E-06
Gtf2e1,-0.702699453,2.19E-06
E130304I02Rik,1.389060705,2.19E-06
Jade2,-0.586886384,2.19E-06
Cept1,-0.342230481,2.19E-06
Cd151,0.355194601,2.19E-06
Cct7,0.513174219,2.19E-06
Uqcrc2,0.290159707,2.23E-06
Lysmd4,-0.881355546,2.23E-06
Kat2a,0.376271049,2.23E-06
Gstm7,0.713200575,2.24E-06
Tlr4,-1.04262031,2.24E-06
Mysm1,-0.818984724,2.24E-06
Ddah1,0.439828531,2.24E-06
Arl5a,-0.660223604,2.25E-06
Nr5a1,0.312555916,2.26E-06
Lman2,0.464257314,2.26E-06
Otud7b,-0.494409716,2.26E-06
Alyref,0.589215304,2.27E-06
Rnf187,0.426089335,2.28E-06
RP23-326O2.2,1.323152631,2.28E-06
Riok3,0.328317842,2.28E-06
Galnt1,-0.600727085,2.28E-06
Mrps26,0.677818054,2.28E-06
Klhl18,-0.66698184,2.28E-06
Ywhaq,0.413678117,2.31E-06
Dzip1l,-0.560078625,2.31E-06
Becn1,0.226774386,2.31E-06
Ssr2,0.589700949,2.31E-06
Pfdn1,0.77565522,2.32E-06
4930558J18Rik,0.682182751,2.32E-06
Apip,0.762040419,2.32E-06
Fkbp3,0.583068544,2.35E-06
Rps10,0.744486174,2.37E-06
Dok4,-0.467077695,2.38E-06
Phb,0.582926104,2.38E-06
Hist1h4h,1.079299432,2.39E-06
Clk4,-0.281271835,2.43E-06
Ddx41,0.420090421,2.43E-06
Filip1l,-1.209619841,2.48E-06
Spr,0.728653848,2.51E-06
Lpcat4,0.506350901,2.52E-06
Msi1,-1.042385977,2.52E-06
Wdr26,-0.42425872,2.52E-06
Gnb2,0.601229198,2.53E-06
Snapc5,0.804756107,2.53E-06
Mospd3,0.577005945,2.55E-06
Parp9,-0.591243886,2.55E-06
Taf5,-0.373605307,2.55E-06
Rps7,0.609847695,2.55E-06
Kcnh3,-0.850752038,2.56E-06
Six5,-0.506035507,2.56E-06
Gbp7,-0.829282344,2.57E-06
Psmd4,0.645786831,2.57E-06
Ahcy,0.42899449,2.59E-06
Dtd1,0.612197214,2.60E-06
Dnajc9,0.416032094,2.60E-06
Ngfrap1,0.65135078,2.60E-06
Nrbf2,-0.334903889,2.62E-06
Pdcd4,-0.325701566,2.62E-06
Mir142hg,-1.342133205,2.63E-06
Gzf1,-0.739904588,2.63E-06
Agpat1,0.287822494,2.63E-06
Crebrf,-0.681602276,2.64E-06
Pafah1b2,-0.421956612,2.68E-06
Mrps15,0.618688177,2.69E-06
Cacybp,0.408549637,2.69E-06
Uqcc1,0.259724129,2.74E-06
Abcg4,-1.097831152,2.74E-06
Pycr2,0.581590242,2.75E-06
Prr14,0.213357194,2.75E-06
Rpl4,0.492876255,2.75E-06
Rars,0.303121484,2.76E-06
Pabpc4,0.454177967,2.77E-06
Myadm,-0.453983883,2.77E-06
Col24a1,-0.604685753,2.79E-06
Mir1938,1.418422937,2.81E-06
Apbb2,-0.614978982,2.82E-06
Dpp7,0.40042866,2.82E-06
Cyb5a,0.554484232,2.84E-06
Aven,0.639771839,2.85E-06
Dis3l2,0.32429174,2.88E-06
Fau,0.842923685,2.88E-06
Actr1a,0.238931784,2.88E-06
Puf60,0.395474709,2.88E-06
Polr2i,0.838590191,2.88E-06
Zfp608,-1.010587217,2.88E-06
Entpd6,0.315530888,2.89E-06
Timm8b,0.681756436,2.89E-06
Fxyd5,0.642857064,2.92E-06
Ndst2,-0.551748288,2.94E-06
Chchd6,0.635433063,2.95E-06
Sema7a,-0.989146019,2.96E-06
Nfatc2ip,-0.518766448,2.97E-06
Dcps,0.535077506,2.98E-06
Ttc7b,-0.413595449,2.98E-06
Cuedc1,0.355076393,3.00E-06
Atf7ip,-0.780378525,3.02E-06
Rpl10a,0.637474849,3.02E-06
Padi3,-0.416012358,3.04E-06
Clpp,0.626278213,3.05E-06
Ccdc40,0.581503892,3.07E-06
Rpl29,0.640396701,3.07E-06
Arhgap17,-0.551328582,3.11E-06
Mkl1,-0.727869897,3.14E-06
Zfp472,-0.940225601,3.14E-06
Fkbp10,0.424784051,3.16E-06
Gfod2,-0.509606256,3.16E-06
Jarid2,-0.581873537,3.18E-06
Ndufv3,0.798226221,3.18E-06
Zswim3,-0.881814615,3.18E-06
Ythdf2,-0.554517196,3.18E-06
Slc25a4,0.537357816,3.19E-06
Rhbdf2,-0.375328358,3.20E-06
Zbtb2,-0.40412935,3.21E-06
Trak2,-0.766427669,3.21E-06
Baiap2,0.426891654,3.21E-06
Slc37a4,0.466908125,3.24E-06
Dnajc15,0.738669969,3.25E-06
Tomm5,0.735397767,3.28E-06
Gm6451,1.099178485,3.28E-06
Eya1,-0.686048389,3.29E-06
Srfbp1,0.395072204,3.31E-06
Mrpl21,0.760919711,3.31E-06
Rpl13a,0.760669083,3.31E-06
Cpeb3,-0.80675591,3.31E-06
Dnajc2,0.629096406,3.32E-06
Akt1,0.219038086,3.34E-06
Trim56,-0.627209788,3.34E-06
Pyhin1,-0.886649914,3.34E-06
Pnp,0.512791039,3.34E-06
Mdh2,0.552047934,3.34E-06
Zc3h12a,-1.087741077,3.34E-06
Nelfa,-0.402871501,3.36E-06
Gm4617,0.955217502,3.37E-06
RP23-454P8.1,1.499642401,3.37E-06
Cttnbp2nl,-0.868740911,3.37E-06
Nr1d1,0.568720953,3.38E-06
Ccdc186,-0.817144148,3.39E-06
Rufy4,-0.734188148,3.41E-06
Polr2d,0.59331815,3.41E-06
Psmb3,0.729277773,3.42E-06
Cand2,-0.899784251,3.42E-06
Tceb2,0.835360872,3.42E-06
Hif1a,-0.790021003,3.45E-06
Zfand3,0.387284617,3.48E-06
Mybl1,-0.934844297,3.52E-06
Zfp790,-0.720658414,3.56E-06
Ndufs8,0.576756763,3.59E-06
Vdr,-0.461680271,3.59E-06
Ubl4,0.558975319,3.59E-06
Rbm17,0.521329068,3.60E-06
2610021A01Rik,-0.750351359,3.60E-06
9930021J03Rik,-0.619963951,3.60E-06
Npm3,0.732596936,3.63E-06
Atp1a3,0.200349983,3.64E-06
Nuak1,-0.626332242,3.65E-06
Ttc33,-0.320620846,3.65E-06
Acta2,0.476855049,3.66E-06
Tmem259,0.478782791,3.68E-06
Eftud2,0.298691105,3.68E-06
AW209491,-0.63768856,3.68E-06
Zfp68,-0.484507791,3.70E-06
Gfod1,-1.056396285,3.71E-06
Ctu2,0.55500828,3.71E-06
Hspd1,0.349085385,3.73E-06
Spop,0.227326703,3.74E-06
Rit1,0.425226101,3.74E-06
Phf10,0.354798031,3.77E-06
Lpcat1,-0.319763871,3.81E-06
Cep162,-0.664706017,3.81E-06
Gm4217,1.154278654,3.83E-06
Fbxo34,-0.488012964,3.90E-06
Gm8756,1.209074887,3.91E-06
Mrpl2,0.700960267,3.91E-06
Cdc14a,-0.883596755,3.91E-06
Rpl9,0.697245571,3.91E-06
Fam219a,-0.404396989,3.91E-06
Arhgef12,-0.627070994,3.93E-06
Lyrm4,0.706255959,3.94E-06
Il1rap,-0.738851799,3.95E-06
Cep55,-0.474920278,3.95E-06
Rbm5,-0.721251722,3.95E-06
Uba1,0.280480338,3.95E-06
Snord55,1.291149177,3.99E-06
Rpl3,0.602028568,3.99E-06
Abcf1,0.428162172,3.99E-06
Gm26788,1.07920669,4.01E-06
Fam43a,-1.244769979,4.01E-06
Slc25a13,-0.406908177,4.02E-06
Carf,-0.694910052,4.02E-06
Zfp148,-0.680917233,4.02E-06
Gtpbp8,-0.379301339,4.02E-06
Prpf18,-0.366460469,4.02E-06
Rabgef1,-0.408977016,4.02E-06
Plin2,0.350239262,4.03E-06
Pih1d1,0.720377358,4.03E-06
U2af1,0.678823062,4.06E-06
Uck2,0.202913699,4.06E-06
Rock2,-0.678029924,4.06E-06
Ubl5,0.809489511,4.06E-06
Irf2bpl,-0.793471198,4.07E-06
AI607873,-0.943903549,4.11E-06
Uqcr10,0.809463365,4.11E-06
Tomm20,0.407879763,4.11E-06
Gm37261,-1.26040686,4.13E-06
Frmd6,-0.67108175,4.13E-06
Crat,0.252588858,4.13E-06
Pnkp,0.58620455,4.16E-06
Ppm1b,-0.442436749,4.16E-06
Dnph1,0.698821745,4.16E-06
Snhg8,0.894934895,4.17E-06
C3,-0.678826063,4.18E-06
Plk2,-0.524448598,4.18E-06
Mybl2,0.311929202,4.18E-06
AI846148,0.450492654,4.19E-06
Gm8100,1.242314131,4.19E-06
Rpl17,0.691891921,4.19E-06
Camk2n2,0.625410236,4.20E-06
Zfp51,-0.59383235,4.20E-06
Dcaf10,-0.382469891,4.20E-06
Eif4h,0.373881421,4.20E-06
Bhlhe41,0.630864252,4.20E-06
Tmem160,0.944136292,4.20E-06
Ubqln4,0.356700115,4.24E-06
Rpl18,0.816309991,4.28E-06
Irx5,-0.846670768,4.28E-06
Aco2,0.240871464,4.32E-06
Psmg4,0.783726664,4.33E-06
Zfp36l2,-0.95627842,4.33E-06
Mri1,0.576388364,4.38E-06
Fndc3b,-1.015242455,4.43E-06
Zfp383,-0.472176913,4.47E-06
Foxo4,-0.223839793,4.48E-06
Rps19,0.743022681,4.49E-06
3010003L21Rik,1.149855924,4.50E-06
Sec31b,-1.139008727,4.50E-06
Tex261,0.306447357,4.53E-06
Gm4609,1.074885316,4.54E-06
Pla2g12a,0.637738171,4.60E-06
Slc35f6,-0.664439744,4.61E-06
Amhr2,0.855600832,4.62E-06
Deptor,-0.582948698,4.62E-06
D230025D16Rik,-0.507755534,4.65E-06
Gm15853,1.357246517,4.67E-06
Pias1,-0.665698887,4.67E-06
1810062O18Rik,1.208662865,4.68E-06
Ankrd26,-0.558654647,4.68E-06
Dyrk3,-0.704680005,4.70E-06
Pa2g4,0.324862201,4.70E-06
1810032O08Rik,0.666893082,4.70E-06
Amdhd2,0.603349288,4.70E-06
Pip5k1a,-0.287958632,4.70E-06
Capzb,0.499834712,4.71E-06
Tns3,-0.852850318,4.77E-06
Snx12,0.267949405,4.77E-06
4632428N05Rik,-0.362209531,4.79E-06
Wdr18,0.50113402,4.80E-06
Rcl1,0.273098982,4.83E-06
Nol4l,-0.440907645,4.83E-06
Fam73a,-0.670706177,4.83E-06
Gnptg,0.468196482,4.84E-06
Rce1,0.501086199,4.86E-06
Cct3,0.446541787,4.97E-06
Tirap,-0.856508034,4.97E-06
Rhou,-0.491568454,4.98E-06
Pitpnc1,-0.537647083,4.98E-06
Thap1,0.590295054,5.00E-06
Tamm41,0.434111621,5.09E-06
Slc4a7,-0.806280544,5.13E-06
Rad17,-0.351732682,5.15E-06
Capns1,0.440062507,5.16E-06
Pnpla2,0.484720453,5.16E-06
Armt1,-0.341512523,5.18E-06
Higd2a,0.693948128,5.20E-06
Golga1,-0.700631312,5.24E-06
Zfp473,-0.943399928,5.24E-06
Amer1,-0.872894907,5.24E-06
Pld3,0.366976706,5.25E-06
Taf4a,-0.8180157,5.25E-06
H2afj,0.855559772,5.26E-06
Gtf3a,0.386290316,5.26E-06
Atpaf2,0.453125602,5.27E-06
Ppp1r15b,-0.532848677,5.29E-06
Ndufa10,0.532002756,5.29E-06
Cpsf4,0.400951652,5.32E-06
Pccb,0.496361669,5.33E-06
Tmem11,0.533441074,5.35E-06
Pvt1,0.47254636,5.36E-06
Emp3,0.706258038,5.37E-06
Zc3h4,-0.817975542,5.38E-06
Tmem97,0.491439213,5.39E-06
Wisp1,-0.704541221,5.42E-06
C5ar1,-1.20895055,5.42E-06
Ift46,0.529300323,5.42E-06
Gm10123,0.812672653,5.44E-06
Mrpl49,0.496161209,5.47E-06
Impad1,-0.689713728,5.48E-06
Eif4e,0.282874389,5.49E-06
Lmbrd1,-0.354231783,5.53E-06
Iigp1,-1.199057056,5.53E-06
Tada2b,-0.871795726,5.53E-06
Agfg2,-0.388093944,5.53E-06
Acvr2a,-0.597725959,5.54E-06
Etv1,-0.623776855,5.55E-06
Lamp1,0.266770298,5.60E-06
2810025M15Rik,0.749565283,5.61E-06
Mrpl12,0.62355839,5.61E-06
Tex19.1,-0.796976667,5.61E-06
Psmc2,0.499779283,5.61E-06
Akr7a5,0.683278648,5.61E-06
Rps16,0.733431981,5.61E-06
Spg21,0.445705296,5.61E-06
Myo1a,-1.07684878,5.62E-06
Chd1l,0.34919836,5.64E-06
Rpl32,0.750795582,5.64E-06
Zfp281,-0.987019492,5.67E-06
Smad7,-0.636363763,5.70E-06
Oaz1,0.631349739,5.71E-06
Rtn4rl1,-0.858276448,5.74E-06
Pcyt1a,-0.501974543,5.74E-06
Enthd2,-0.730577188,5.77E-06
Aggf1,-0.406972036,5.77E-06
Rpl12,0.700852916,5.77E-06
Itgav,-0.883138896,5.77E-06
Vdac3,0.506525585,5.77E-06
Klhl2,-0.589471148,5.77E-06
Lrrc49,0.44123963,5.77E-06
Slc25a11,0.388839595,5.81E-06
Adat2,0.39002371,5.81E-06
Med24,0.298213354,5.96E-06
Srsf7,0.418697886,5.98E-06
Lsm12,0.437521288,6.00E-06
Kat2b,-0.678406315,6.00E-06
Gm7251,1.236478173,6.04E-06
Nudt5,0.459374968,6.04E-06
Nxph4,0.536517821,6.07E-06
Numb,-0.525739857,6.09E-06
Arhgdig,0.835154186,6.11E-06
Rbpj,-0.509888283,6.13E-06
Pltp,0.372794176,6.17E-06
Zfp580,0.559195233,6.17E-06
Map4k5,-0.619669081,6.18E-06
Zfp11,-1.244692619,6.19E-06
Psap,0.353111685,6.20E-06
Golph3l,-0.340495321,6.22E-06
Papolg,-0.699839308,6.24E-06
Osbp,-0.582619238,6.32E-06
